algo,seed,dim,lr,bitrate,rnn_no_crf_ner,compress_type,space,la_sst_no_emb_norm,la_mr_no_emb_norm,la_subj_no_emb_norm,la_mpqa_no_emb_norm,rnn_no_crf_ner_quality,la_sst_quality_no_emb_norm,la_mr_quality_no_emb_norm,la_subj_quality_no_emb_norm,la_mpqa_quality_no_emb_norm,anchor_eigen_overlap_3.0_top_10000,knn_top_10000_nquery_1000_nn_5,sem_disp_top_10000,pip,eigen_overlap_top_10000
w2v_cbow,1235,25,0.05,16,6.2253451676528595,uniform,400,4.77759472817133,8.997188378631682,2.8000000000000025,5.27803958529689,77.47,68.6436,64.761,86.6,73.9868,0.018550992958888776,0.8711999999999956,0.023968134861368822,1932582.9697974753,0.9019676732092411
w2v_cbow,1236,25,0.05,16,4.832347140039447,uniform,400,4.448105436573313,3.748828491096534,2.100000000000002,3.016022620169656,78.62,68.5887,65.5108,85.8,74.2696,0.01079112122041476,0.8899999999999954,0.015127004521283299,1778200.3482004139,0.9241868372758216
w2v_cbow,1234,25,0.05,32,6.20069033530572,uniform,800,4.83250961010434,11.62136832239925,3.400000000000003,3.581526861451456,77.84,67.32560000000001,65.6982,86.2,74.2696,0.019780491802775996,0.8427999999999964,0.033638164132139124,2097017.1183724585,0.8934262832863645
w2v_cbow,1235,25,0.05,32,5.9171597633136095,uniform,800,4.83250961010434,8.997188378631682,2.8000000000000025,5.27803958529689,77.06,68.5887,64.761,86.6,73.9868,0.018551840068412224,0.8709999999999956,0.0239706822943819,1932601.3421545068,0.9019856719514217
w2v_cbow,1236,25,0.05,32,4.807692307692308,uniform,800,4.503020318506312,3.5613870665417102,2.100000000000002,3.016022620169656,78.27,68.5887,65.5108,85.8,74.2696,0.010791374309956048,0.8901999999999952,0.015136377450602184,1778199.332815189,0.9241907383714313
w2v_cbow,1234,50,0.05,1,8.653846153846153,uniform,50,18.066996155958257,16.401124648547327,6.499999999999995,12.441093308199813,79.75,69.79679999999999,66.7291,87.5,75.7776,0.08784200474154115,0.3565999999999981,0.1607860957193513,378324.4806680055,0.6704812379940361
w2v_cbow,1235,50,0.05,1,9.060650887573965,uniform,50,17.133443163097194,12.93345829428304,7.199999999999996,10.74458058435438,79.73,68.20429999999999,67.2915,85.6,78.9821,0.10173447828985356,0.33139999999999803,0.17527192486004547,397706.8707150401,0.635847855308028
w2v_cbow,1236,50,0.05,1,7.926528599605523,uniform,50,16.47446457990115,15.838800374882844,6.599999999999994,11.969839773798308,79.39,68.6436,67.7601,86.8,77.8511,0.10452249917932435,0.3365999999999982,0.18214676730793525,403972.5544605436,0.6264924003812415
w2v_cbow,1234,50,0.05,2,6.903353057199212,uniform,100,12.959912136188912,10.309278350515461,3.400000000000003,8.38831291234684,80.07,70.1812,67.3852,88.2,77.8511,0.04114961592258277,0.5880000000000014,0.08161728644933598,758379.8166332166,0.8021855730173919
w2v_cbow,1235,50,0.05,2,6.607495069033531,uniform,100,11.092806150466771,11.715089034676662,5.000000000000004,8.01131008482564,80.96,71.0599,68.9784,87.2,79.9246,0.051251321372423164,0.5800000000000013,0.0918811660227386,807407.9183082891,0.7701721072841475
w2v_cbow,1236,50,0.05,2,6.558185404339251,uniform,100,12.740252608456892,11.433926897844426,3.8000000000000034,8.19981149858624,81.41000000000001,70.51069999999999,68.4161,88.1,79.17060000000001,0.05507055898445054,0.578800000000001,0.09594524837063136,815327.7502031382,0.7663168022376329
w2v_cbow,1234,50,0.05,4,5.448717948717949,uniform,200,8.072487644151561,8.622305529522023,2.400000000000002,4.901036757775678,81.88,71.1697,68.791,88.1,79.9246,0.01372910837452597,0.791199999999996,0.03651583684340522,1080704.7047736323,0.8839044876479069
w2v_cbow,1235,50,0.05,4,6.558185404339251,uniform,200,6.699615595826469,10.496719775070297,2.300000000000002,5.749293119698395,81.69,71.71879999999999,68.69730000000001,88.1,79.26480000000001,0.023123110860667317,0.7829999999999975,0.04710690517566205,1240723.3627956081,0.8509236753651834
w2v_cbow,1236,50,0.05,4,5.633629191321499,uniform,200,8.511806699615597,6.935332708528586,1.4000000000000012,4.429783223374173,82.36,72.3229,67.7601,89.1,80.96140000000001,0.02721742391903755,0.783599999999997,0.04933019573015843,1250607.3419141003,0.850340317685592
w2v_cbow,1234,50,0.05,8,5.054240631163708,uniform,400,7.358594179022515,8.90346766635426,2.0000000000000018,4.3355325164938785,81.85,70.8402,68.135,88.0,80.0189,0.007863075145683844,0.8711999999999948,0.02833202866279398,1342780.0969142327,0.8934718157924153
w2v_cbow,1235,50,0.05,8,5.461045364891519,uniform,400,4.5579352004393225,6.3730084348641025,1.4000000000000012,3.8642789820923618,82.23,72.268,67.85379999999999,88.3,80.1131,0.014007856598337783,0.8581999999999957,0.04068206140455751,1652969.7245500202,0.8668543491786154
w2v_cbow,1236,50,0.05,8,5.84319526627219,uniform,400,5.711147721032395,8.05998125585754,1.4000000000000012,4.3355325164938785,81.82000000000001,72.0483,69.35329999999999,88.3,81.0556,0.0164984929897618,0.8601999999999955,0.04281406154090878,1715557.12642792,0.8583916160225908
w2v_cbow,1234,50,0.05,16,5.041913214990138,uniform,800,15.266337177375068,8.716026241799435,2.0000000000000018,3.8642789820923618,81.87,70.346,68.2287,87.8,79.4533,0.007443590436044491,0.8719999999999947,0.028206445180373692,1362270.2683536853,0.9056243611909731
w2v_cbow,1235,50,0.05,16,5.9171597633136095,uniform,800,4.83250961010434,6.3730084348641025,1.3000000000000012,3.7700282752120673,82.50999999999999,71.8287,67.85379999999999,88.3,80.20739999999999,0.01376623326949388,0.8577999999999957,0.040735095787474175,1676112.8789427094,0.8764792215817162
w2v_cbow,1236,50,0.05,16,5.362426035502959,uniform,800,4.94233937397035,7.310215557638234,1.4000000000000012,3.7700282752120673,81.61,71.8836,69.16590000000001,88.4,80.6786,0.01564132440988094,0.8595999999999961,0.04270072621367724,1752528.1244100858,0.8725421685008482
w2v_cbow,1234,50,0.05,32,5.140532544378698,uniform,1600,15.266337177375068,8.716026241799435,2.0000000000000018,3.8642789820923618,81.78,70.346,68.2287,87.8,79.4533,0.007443489273167672,0.8717999999999947,0.028209487139066857,1362270.9652161482,0.9056311370133129
w2v_cbow,1235,50,0.05,32,5.929487179487179,uniform,1600,4.83250961010434,6.466729147141514,1.3000000000000012,3.7700282752120673,82.36,71.8287,67.7601,88.3,80.20739999999999,0.013766383799212084,0.8575999999999957,0.04073779848178728,1676114.191686111,0.8764816325461259
w2v_cbow,1236,50,0.05,32,5.411735700197238,uniform,1600,4.94233937397035,7.310215557638234,1.4000000000000012,3.7700282752120673,81.87,71.8836,69.16590000000001,88.4,80.6786,0.01564110505089442,0.8595999999999961,0.042698448674156134,1752526.39746053,0.872544790389863
w2v_cbow,1234,100,0.05,1,7.149901380670612,uniform,100,14.277869302581003,14.245548266166818,6.2000000000000055,10.838831291234685,82.69999999999999,71.99340000000001,70.478,88.2,82.3751,0.07488728362686459,0.48380000000000034,0.15801699555235005,366884.46794842,0.6573036426448883
w2v_cbow,1235,100,0.05,1,7.174556213017752,uniform,100,14.71718835804503,15.463917525773196,3.9000000000000035,9.61357210179077,83.15,72.21310000000001,71.0403,88.3,81.4326,0.08161854989117327,0.445599999999999,0.17475155572871198,382233.9669838526,0.6285617146460547
w2v_cbow,1236,100,0.05,1,6.69378698224852,uniform,100,14.277869302581003,10.21555763823805,6.100000000000005,10.273327049952874,83.26,73.2565,71.60260000000001,89.1,81.2441,0.07685606289469572,0.47299999999999914,0.16584426288875703,373851.1739603648,0.6429501771865966
w2v_cbow,1234,100,0.05,2,5.719921104536489,uniform,200,10.159253157605708,7.872539831302716,4.700000000000005,8.671065032987746,83.66,74.46459999999999,70.94659999999999,88.4,83.2234,0.03257678349810934,0.6903999999999995,0.07857135023431162,679550.51127373,0.795679892582198
w2v_cbow,1235,100,0.05,2,5.461045364891519,uniform,200,11.092806150466771,10.590440487347708,3.600000000000003,8.294062205466545,84.25,73.91539999999999,70.57169999999999,89.5,82.3751,0.037842015133919514,0.6642000000000002,0.08895341107025925,716496.4799710567,0.7758671297603981
w2v_cbow,1236,100,0.05,2,5.263806706114398,uniform,200,10.763316858868755,11.152764761012179,4.400000000000004,7.257304429783218,84.32,74.2998,69.5408,87.9,81.5269,0.03465834131344142,0.6737999999999998,0.08473537359728564,702703.3536132186,0.782887889833344
w2v_cbow,1234,100,0.05,4,4.511834319526628,uniform,400,7.248764415156506,6.185567010309279,2.400000000000002,5.937794533458995,84.31,73.6958,71.69630000000001,89.2,83.4119,0.009952716484668183,0.838799999999996,0.03463652171311002,878153.8690116127,0.8882943565674529
w2v_cbow,1235,100,0.05,4,5.3870808678500985,uniform,400,7.358594179022515,6.8416119962511734,2.0000000000000018,4.429783223374173,84.26,75.28829999999999,71.8838,89.7,83.5061,0.014069916359748674,0.8317999999999954,0.04216136061993302,950531.1730853858,0.8737543344766169
w2v_cbow,1236,100,0.05,4,4.820019723865878,uniform,400,7.523338824821524,6.3730084348641025,2.7000000000000024,4.6182846371347726,84.65,74.6293,70.85289999999999,89.4,83.3176,0.011453389264355148,0.8359999999999956,0.039664829185428595,933214.0621434002,0.8765079183206207
w2v_cbow,1234,100,0.05,8,4.906311637080868,uniform,800,6.64470071389347,4.873477038425489,3.500000000000003,3.9585296889726673,84.35000000000001,73.4761,70.7591,88.3,82.56360000000001,0.0049414591950468585,0.9003999999999959,0.026784208304625513,1002748.1323761839,0.9052272767641036
w2v_cbow,1235,100,0.05,8,4.585798816568047,uniform,800,7.688083470620544,7.403936269915656,1.3000000000000012,4.524033930254479,84.19,75.28829999999999,71.4152,89.7,83.3176,0.007315988741459673,0.8911999999999951,0.033795680301031736,1113774.2828692098,0.8928441197293836
w2v_cbow,1236,100,0.05,8,4.9432938856015785,uniform,800,5.5464030752333855,5.716963448922208,1.4000000000000012,3.4872761545711617,83.76,73.91539999999999,71.5089,89.60000000000001,83.5061,0.005971410883516931,0.8865999999999945,0.03170767267539601,1087246.3984819434,0.8930121734403907
w2v_cbow,1234,100,0.05,16,4.709072978303747,uniform,1600,6.919275123558489,4.686035613870665,3.600000000000003,3.7700282752120673,84.44,73.58590000000001,70.85289999999999,88.3,82.3751,0.004810223033629326,0.9009999999999956,0.026651275197183515,1010799.5617751826,0.9103060986877434
w2v_cbow,1235,100,0.05,16,5.004930966469428,uniform,1600,7.633168588687534,5.248359887535148,1.4000000000000012,3.9585296889726673,83.95,75.28829999999999,70.7591,89.60000000000001,83.2234,0.007113686486670268,0.8897999999999955,0.03371136481383597,1125840.1307464223,0.8983392781342928
w2v_cbow,1236,100,0.05,16,5.066568047337278,uniform,1600,5.711147721032395,6.6541705716963495,2.300000000000002,3.016022620169656,83.47,73.8056,71.8838,89.2,83.6946,0.00577818417028508,0.8861999999999942,0.03161620280313003,1094445.5269519463,0.8977241917151392
w2v_cbow,1234,100,0.05,32,5.004930966469428,uniform,3200,6.919275123558489,5.248359887535148,3.600000000000003,3.7700282752120673,84.57000000000001,73.58590000000001,70.7591,88.3,82.3751,0.004810237716281194,0.9005999999999956,0.026653741008875204,1010800.5250519706,0.9103059650711693
w2v_cbow,1235,100,0.05,32,4.659763313609468,uniform,3200,7.633168588687534,5.248359887535148,1.4000000000000012,3.9585296889726673,84.44,75.28829999999999,70.7591,89.60000000000001,83.2234,0.007113555809205989,0.8895999999999955,0.03371228921007264,1125839.3644970176,0.8983398620230709
w2v_cbow,1236,100,0.05,32,4.783037475345168,uniform,3200,5.711147721032395,6.6541705716963495,2.300000000000002,3.016022620169656,83.78999999999999,73.8056,71.8838,89.2,83.6946,0.005778296657894243,0.8865999999999941,0.031615109159551326,1094444.9447345259,0.8977252056005871
w2v_cbow,1234,200,0.05,1,6.4965483234714005,uniform,200,10.708401976935743,11.152764761012179,4.700000000000005,8.01131008482564,84.61999999999999,76.112,73.0084,89.2,83.3176,0.052818534826829626,0.6018000000000019,0.15209841121437503,339170.298122485,0.6582684821812435
w2v_cbow,1235,200,0.05,1,6.11439842209073,uniform,200,11.477210323997799,13.589503280224935,3.7000000000000033,8.859566446748346,84.25,75.508,70.2905,89.8,83.3176,0.052998265292463334,0.6060000000000019,0.14841755271285248,334885.24579513783,0.666018660668378
w2v_cbow,1236,200,0.05,1,5.8308678500986195,uniform,200,10.214168039538718,10.402999062792873,3.600000000000003,8.859566446748346,84.24000000000001,76.771,73.0084,89.0,82.3751,0.051707764951959355,0.6090000000000014,0.1477480386617743,334540.3949416,0.6655399262309681
w2v_cbow,1234,200,0.05,2,4.672090729783037,uniform,400,10.159253157605708,9.278350515463918,2.300000000000002,4.429783223374173,84.92,76.8808,72.6336,90.4,82.8464,0.02145531338275555,0.7675999999999973,0.07597738430978818,580177.2201167545,0.7960240681098942
w2v_cbow,1235,200,0.05,2,4.930966469428008,uniform,400,8.566721581548597,9.184629803186507,2.400000000000002,7.257304429783218,85.48,77.8693,71.8838,90.0,84.8256,0.02106505378935253,0.7617999999999989,0.07436299032797598,572419.6736480531,0.8011098079967138
w2v_cbow,1236,200,0.05,2,4.992603550295858,uniform,400,9.115870400878634,7.685098406747892,2.8000000000000025,6.220546654099901,85.91,77.8693,73.19590000000001,89.2,83.6004,0.02100747418223434,0.7721999999999988,0.07418396235648099,572593.720921496,0.8001117848168974
w2v_cbow,1234,200,0.05,4,4.203648915187377,uniform,800,6.534870950027461,6.3730084348641025,2.300000000000002,4.147031102733267,85.33,77.59469999999999,70.94659999999999,90.3,83.9774,0.005768618329703989,0.8871999999999947,0.03215004046561892,662728.7000597282,0.8986114918334865
w2v_cbow,1235,200,0.05,4,4.191321499013807,uniform,800,6.809445359692479,7.216494845360821,1.5000000000000013,2.9217719132893505,84.86,76.9907,73.2896,90.4,85.2969,0.005590197805104778,0.8811999999999952,0.03145224353548539,652360.4941777558,0.9028466128946293
w2v_cbow,1236,200,0.05,4,4.351577909270217,uniform,800,5.766062602965405,5.248359887535148,1.6000000000000014,3.9585296889726673,85.11999999999999,76.9907,73.6645,90.7,85.0141,0.005507250404967872,0.8849999999999952,0.03164048861404733,651327.4344801039,0.9007422617571956
w2v_cbow,1234,200,0.05,8,4.142011834319527,uniform,1600,4.83250961010434,3.842549203373946,1.7000000000000015,5.08953817153629,84.54,77.7046,72.4461,90.4,85.6739,0.003022613820256141,0.9167999999999954,0.024554253094129463,691006.1641751104,0.9209918244502243
w2v_cbow,1235,200,0.05,8,4.043392504930966,uniform,1600,4.283360790774305,5.248359887535148,2.200000000000002,2.827521206409045,84.65,77.8693,73.2896,90.3,85.95660000000001,0.002940429039446999,0.9201999999999956,0.023816933216833282,676568.95236597,0.9254534058269974
w2v_cbow,1236,200,0.05,8,3.9324457593688362,uniform,1600,5.326743547501378,3.655107778819122,1.4000000000000012,3.6757775683317617,84.75,77.81439999999999,73.7582,90.60000000000001,85.5796,0.0029606387864183487,0.917399999999996,0.024139407808915124,675827.9424219243,0.9234302134746377
w2v_cbow,1234,200,0.05,16,3.710552268244576,uniform,3200,4.393190554640302,3.748828491096534,1.8000000000000016,2.450518378887845,85.05,77.7046,72.9147,90.5,85.2969,0.002958708871343561,0.9179999999999953,0.024460038149910202,692508.4465562763,0.9230617893086775
w2v_cbow,1235,200,0.05,16,4.4995069033530575,uniform,3200,4.3382756727073035,5.998125585754455,1.3000000000000012,5.937794533458995,84.96000000000001,77.9242,73.47699999999999,89.8,86.0509,0.002916501520199434,0.9229999999999958,0.023722824007917302,678221.6931700537,0.9273422174741333
w2v_cbow,1236,200,0.05,16,4.068047337278107,uniform,3200,4.99725425590335,4.123711340206182,1.200000000000001,5.08953817153629,85.22999999999999,77.9791,74.1331,90.2,85.5796,0.0029092841137472415,0.9199999999999959,0.024027280048658558,676868.7206944897,0.9251503404880055
w2v_cbow,1234,200,0.05,32,3.9571005917159763,uniform,6400,4.393190554640302,3.748828491096534,1.8000000000000016,2.450518378887845,85.31,77.7046,72.9147,90.5,85.2969,0.0029587606146258298,0.9177999999999952,0.024463174866820345,692508.5779306649,0.9230619025457162
w2v_cbow,1235,200,0.05,32,4.154339250493097,uniform,6400,4.3382756727073035,5.998125585754455,1.3000000000000012,5.937794533458995,84.82,77.9242,73.47699999999999,89.8,86.0509,0.002916571593707793,0.9229999999999958,0.023730434233794,678221.7680645662,0.927342193302524
w2v_cbow,1236,200,0.05,32,4.0557199211045365,uniform,6400,4.99725425590335,4.123711340206182,1.200000000000001,5.08953817153629,85.2,77.9791,74.1331,90.2,85.5796,0.002909242215011589,0.9199999999999959,0.02402906286336825,676868.9623129419,0.9251504965175793
w2v_cbow,1234,400,0.05,1,6.06508875739645,uniform,400,10.818231740801753,10.965323336457356,3.7000000000000033,6.786050895381712,84.94,78.4734,75.164,90.2,85.3911,0.04176802022549413,0.6854000000000003,0.1708197564677738,331405.4833683232,0.6078410551206933
w2v_cbow,1235,400,0.05,1,5.276134122287968,uniform,400,11.641954969796819,13.870665417057172,2.9000000000000026,7.445805843543829,85.17,77.7046,73.38329999999999,91.2,85.6739,0.040868434587064885,0.6760000000000009,0.1679584937995249,328354.1716144516,0.6137920728122128
w2v_cbow,1236,400,0.05,1,5.596646942800789,uniform,400,9.9945085118067,10.21555763823805,1.9000000000000017,7.257304429783218,85.22,78.6381,74.508,90.7,85.20259999999999,0.04066926016341419,0.6760000000000008,0.16816763466418405,327985.3312952783,0.6129366187341523
w2v_cbow,1234,400,0.05,2,4.807692307692308,uniform,800,8.12740252608457,8.434864104967199,2.300000000000002,6.314797360980206,85.54,79.79129999999999,74.508,91.0,85.4854,0.016036708037493016,0.826399999999996,0.08523937696219959,514683.44734545104,0.7606182864935047
w2v_cbow,1235,400,0.05,2,4.376232741617357,uniform,800,9.280615046677653,8.153701968134964,3.1000000000000028,5.372290292177196,84.76,78.5283,74.1331,91.2,86.2394,0.015882101955188795,0.8195999999999969,0.08401293988312197,510346.226538115,0.7637876571498665
w2v_cbow,1236,400,0.05,2,4.9432938856015785,uniform,800,8.23723228995058,5.623242736644796,1.9000000000000017,5.183788878416584,84.92,78.8029,73.19590000000001,91.5,85.95660000000001,0.015720813932704546,0.8165999999999962,0.08392363268761108,510378.2709154202,0.763886130758967
w2v_cbow,1234,400,0.05,4,4.178994082840236,uniform,1600,8.456891817682589,5.810684161199619,2.6000000000000023,4.901036757775678,85.49,78.5283,73.6645,90.9,85.5796,0.0046019505132856384,0.9041999999999949,0.036108633937593365,529236.6873839448,0.8816615911433512
w2v_cbow,1235,400,0.05,4,3.895463510848126,uniform,1600,6.315211422295441,4.967197750702901,2.400000000000002,3.6757775683317617,84.91,78.3086,74.1331,91.0,86.1451,0.004548047125097769,0.9049999999999956,0.03542465252669939,525352.7514145158,0.8830789005994749
w2v_cbow,1236,400,0.05,4,4.080374753451677,uniform,1600,6.425041186161451,4.873477038425489,1.8000000000000016,3.204524033930256,84.82,79.1323,73.85189999999999,91.4,86.5221,0.0044855299295001915,0.907599999999996,0.0353867250260183,523865.4165784329,0.8837237857727243
w2v_cbow,1234,400,0.05,8,4.191321499013807,uniform,3200,7.413509060955514,4.311152764761017,2.0000000000000018,3.016022620169656,84.38,78.8578,74.508,91.4,86.3336,0.0026758742748973236,0.9279999999999959,0.027973127370590312,528937.4597496778,0.9085642573731851
w2v_cbow,1235,400,0.05,8,4.252958579881657,uniform,3200,6.260296540362442,3.1865042174320513,1.0000000000000009,4.241281809613573,85.47,78.693,74.6954,92.2,84.5429,0.002693551469675086,0.9289999999999956,0.02736327686996437,526790.4582760262,0.9093666396713842
w2v_cbow,1236,400,0.05,8,4.400887573964497,uniform,3200,5.5464030752333855,2.9990627928772273,1.200000000000001,3.7700282752120673,85.54,78.8578,74.2268,91.2,85.4854,0.0026940145605191296,0.9305999999999961,0.027353172633735386,522851.6593016608,0.9101285774169593
w2v_cbow,1234,400,0.05,16,4.4132149901380675,uniform,6400,7.578253706754534,3.5613870665417102,1.8000000000000016,2.639019792648445,84.93,78.7479,73.19590000000001,91.3,85.95660000000001,0.0026295978101872684,0.929799999999996,0.027855593101456515,529213.7626654572,0.9096698944779098
w2v_cbow,1235,400,0.05,16,4.4995069033530575,uniform,6400,6.64470071389347,4.498594189315841,1.3000000000000012,4.429783223374173,84.94,78.1988,74.6017,92.0,84.8256,0.0026537522058632385,0.9295999999999958,0.027238724379690844,526813.737079787,0.9104719677321335
w2v_cbow,1236,400,0.05,16,4.154339250493097,uniform,6400,5.601317957166396,3.842549203373946,1.4000000000000012,2.827521206409045,85.49,78.8029,73.38329999999999,91.4,86.1451,0.0026465812195372545,0.9315999999999958,0.02723296192789154,522716.5929323207,0.9112647343223359
w2v_cbow,1234,400,0.05,32,4.166666666666666,uniform,12800,7.578253706754534,3.5613870665417102,1.8000000000000016,2.639019792648445,84.61999999999999,78.7479,73.19590000000001,91.3,85.95660000000001,0.0026295960343380425,0.9295999999999962,0.027851906621797075,529213.6356660513,0.9096699092327043
w2v_cbow,1235,400,0.05,32,5.054240631163708,uniform,12800,6.64470071389347,4.592314901593253,1.3000000000000012,4.429783223374173,85.49,78.1988,74.6017,92.0,84.8256,0.002653751362166112,0.9295999999999958,0.02725009646475939,526813.4218245329,0.9104719895544361
w2v_cbow,1236,400,0.05,32,4.548816568047338,uniform,12800,5.5464030752333855,3.842549203373946,1.4000000000000012,2.827521206409045,85.55,78.7479,73.38329999999999,91.4,86.1451,0.002646533062131534,0.9315999999999958,0.0272368612744988,522716.66333030706,0.9112648090501587
w2v_cbow,1234,800,0.05,1,5.84319526627219,uniform,800,8.841295991213617,9.37207122774133,3.0000000000000027,10.36757775683318,84.8,79.40690000000001,74.6954,91.8,86.80489999999999,0.03018220428741054,0.7293999999999995,0.19192156468605048,320831.16234136035,0.5478729640168979
w2v_cbow,1235,800,0.05,1,5.0788954635108485,uniform,800,11.587040087863809,10.777881911902531,2.0000000000000018,9.707822808671063,85.58,79.18730000000001,75.35149999999999,91.7,84.3544,0.030092188325965347,0.730399999999999,0.191149253500116,319482.63406596304,0.5492475529544448
w2v_cbow,1236,800,0.05,1,5.350098619329389,uniform,800,10.049423393739698,8.05998125585754,2.400000000000002,9.896324222431662,85.21,81.1093,75.35149999999999,91.7,86.42790000000001,0.03114875622091833,0.7351999999999981,0.19267131914259691,322470.31012874894,0.5467267556253588
w2v_cbow,1234,800,0.05,2,5.769230769230769,uniform,1600,7.852828116419552,6.091846298031866,1.7000000000000015,6.786050895381712,83.7,79.6815,75.2577,91.4,86.0509,0.011509290557449208,0.8463999999999953,0.0983775169045515,451607.98235798,0.7034217242205498
w2v_cbow,1235,800,0.05,2,4.215976331360947,uniform,1600,7.413509060955514,7.778819119025304,2.8000000000000025,5.466540999057489,85.05,79.95609999999999,76.3824,91.9,87.0877,0.011471075712607602,0.8423999999999966,0.09790558560894488,449872.99566486577,0.70456454158173
w2v_cbow,1236,800,0.05,2,4.561143984220907,uniform,1600,7.029104887424486,5.810684161199619,1.200000000000001,7.8228086710650295,84.99,81.3839,75.8201,92.0,84.8256,0.011695005302206185,0.8471999999999961,0.09889662716499738,452875.0438140802,0.7022851999851067
w2v_cbow,1234,800,0.05,4,5.732248520710059,uniform,3200,6.095551894563423,8.153701968134964,2.300000000000002,4.3355325164938785,82.49,80.7798,76.6635,91.0,85.86240000000001,0.0037491224939523696,0.919999999999996,0.04427856614858007,428757.41400376474,0.8404916800750212
w2v_cbow,1235,800,0.05,4,5.448717948717949,uniform,3200,6.095551894563423,4.592314901593253,1.4000000000000012,4.3355325164938785,82.27,80.61500000000001,76.4761,91.9,86.0509,0.003706306008489959,0.9155999999999959,0.04409392270548714,425946.3476251578,0.8414309108694435
w2v_cbow,1236,800,0.05,4,4.363905325443787,uniform,3200,6.315211422295441,4.02999062792877,1.5000000000000013,5.183788878416584,83.43,81.274,75.9138,91.8,84.2601,0.003762076613884454,0.9143999999999959,0.04477427224980075,428645.0237693365,0.8395878190328367
