algo,seed,dim,lr,bitrate,rnn_no_crf_ner,compress_type,space,la_sst_no_emb_norm,la_mr_no_emb_norm,la_subj_no_emb_norm,la_mpqa_no_emb_norm,rnn_no_crf_ner_quality,la_sst_quality_no_emb_norm,la_mr_quality_no_emb_norm,la_subj_quality_no_emb_norm,la_mpqa_quality_no_emb_norm,anchor_eigen_overlap_3.0_top_10000,knn_top_10000_nquery_1000_nn_5,sem_disp_top_10000,pip,eigen_overlap_top_10000
mc,1234,25,0.2,32,7.519723865877712,uniform,800,14.113124656781984,11.52764761012184,5.800000000000005,8.57681432610744,75.84,70.1812,67.85379999999999,85.8,74.3638,0.012534140631599343,0.7024,0.06930631136560207,1813.6517992546246,0.7735521036688284
mc,1235,25,0.2,32,8.345660749506903,uniform,800,23.33882482152664,16.213683223992504,6.499999999999995,9.802073515551369,76.14999999999999,71.8287,67.10400000000001,85.0,71.065,0.011381643382258357,0.6951999999999997,0.061184143183057926,1723.8189823332052,0.7914064062297845
mc,1236,25,0.2,32,7.014299802761341,uniform,800,15.760571114772103,16.49484536082474,4.800000000000004,9.142318567389252,74.85000000000001,70.8402,67.2915,85.9,74.8351,0.011588538803147433,0.7086000000000006,0.06182490073687791,1735.0069137581854,0.7947544388890162
mc,1234,50,0.2,1,10.404339250493097,uniform,50,19.055464030752333,18.650421743205246,8.899999999999997,10.933081998114991,77.77,67.9846,67.57260000000001,86.3,77.4741,0.06563965606536162,0.2659999999999986,0.21449420067383007,7818.937690305178,0.5408994634787455
mc,1235,50,0.2,1,9.714003944773175,uniform,50,18.945634266886323,19.400187441424556,7.899999999999996,12.064090480678601,77.79,69.3575,67.10400000000001,84.39999999999999,77.4741,0.06651123742353293,0.27219999999999883,0.21238450451574245,7845.560880177541,0.5422720655586741
mc,1236,50,0.2,1,9.418145956607495,uniform,50,16.968698517298186,18.931583880037483,6.999999999999995,10.838831291234685,77.16,71.1697,69.35329999999999,86.0,78.3223,0.06628227864189105,0.2829999999999987,0.21264921392061806,7779.053009272456,0.5455887441741027
mc,1234,50,0.2,2,9.368836291913215,uniform,100,17.298187808896216,16.869728209934397,8.499999999999996,9.802073515551369,78.39,69.5222,67.1978,86.6,77.56830000000001,0.06241623229574492,0.3151999999999981,0.19957809362518114,4627.379411512389,0.5640457389619197
mc,1235,50,0.2,2,8.851084812623274,uniform,100,17.737506864360242,19.493908153701966,7.599999999999996,10.74458058435438,78.75,70.51069999999999,67.2915,85.6,76.90859999999999,0.062070836401268314,0.31979999999999786,0.19780647472434612,4626.776022841354,0.5674175253916138
mc,1236,50,0.2,2,9.294871794871796,uniform,100,18.23174080175728,16.682286785379574,6.399999999999995,9.802073515551369,78.06,71.93849999999999,69.2596,85.7,77.8511,0.06180457862372686,0.3323999999999983,0.19821024699179146,4648.078572432674,0.5665462551254649
mc,1234,50,0.2,4,6.841715976331361,uniform,200,12.904997254255901,13.214620431115275,6.2000000000000055,7.257304429783218,80.73,73.4212,69.6345,86.2,79.8303,0.024144865347934637,0.5692000000000011,0.10950474616465872,2365.6747482549927,0.7181909601160642
mc,1235,50,0.2,4,6.878698224852071,uniform,200,12.300933552992866,15.276476101218373,5.400000000000005,7.257304429783218,81.38,73.6409,70.478,88.5,79.64179999999999,0.024338775579838455,0.5612000000000015,0.1079817524697441,2373.967598011342,0.7220636547409264
mc,1236,50,0.2,4,6.9773175542406305,uniform,200,12.575507962657884,14.058106841611995,6.2000000000000055,7.728557964184734,79.82000000000001,74.51950000000001,69.6345,85.7,79.5476,0.024189282214188996,0.5598000000000012,0.11036788997334109,2394.3805208828,0.7158107222845512
mc,1234,50,0.2,8,6.373274161735701,uniform,400,11.477210323997799,10.68416119962512,5.100000000000005,5.937794533458995,80.45,74.51950000000001,69.7282,86.5,81.5269,0.01079917064966783,0.7855999999999983,0.06708615545276746,1773.7457194000401,0.7843378976679152
mc,1235,50,0.2,8,5.596646942800789,uniform,400,9.9945085118067,13.214620431115275,5.300000000000004,6.314797360980206,80.43,74.3548,71.4152,86.8,80.4901,0.011016574529905808,0.7893999999999967,0.06539854318676612,1776.172829996252,0.7889219557291202
mc,1236,50,0.2,8,5.2514792899408285,uniform,400,10.873146622734764,16.11996251171509,5.200000000000005,6.691800188501418,80.63,75.2334,69.35329999999999,86.8,80.3959,0.010874476866461931,0.7913999999999962,0.0675261790201842,1802.2030741511562,0.7829938521609465
mc,1234,50,0.2,16,5.7569033530572,uniform,800,11.037891268533773,10.965323336457356,4.5000000000000036,6.786050895381712,80.63,74.2449,70.1968,86.7,81.2441,0.010673694727404493,0.7917999999999966,0.0665074755930442,1767.4377344148297,0.7850482303120089
mc,1235,50,0.2,16,5.633629191321499,uniform,800,9.390444810543652,14.058106841611995,5.200000000000005,5.937794533458995,80.33,74.0253,71.5089,86.9,80.20739999999999,0.010879156061000955,0.795599999999996,0.06482458358506006,1770.3741618797026,0.7896634904250308
mc,1236,50,0.2,16,5.658284023668639,uniform,800,10.928061504667763,12.93345829428304,5.000000000000004,6.597549481621112,80.13,75.3432,71.5089,87.0,80.3016,0.010720920643103087,0.7965999999999959,0.06695485545405302,1795.6154897896022,0.7837374412943556
mc,1234,50,0.2,32,5.7815581854043385,uniform,1600,11.037891268533773,10.965323336457356,4.5000000000000036,6.786050895381712,80.89,74.2449,70.1968,86.7,81.2441,0.010673712537914496,0.7919999999999966,0.06650742615975219,1767.4367900918126,0.785048187002287
mc,1235,50,0.2,32,5.313116370808679,uniform,1600,9.390444810543652,14.058106841611995,5.200000000000005,5.937794533458995,80.25,74.0253,71.5089,86.9,80.20739999999999,0.010879206985266085,0.7957999999999958,0.06482457972556484,1770.3747511127906,0.789663747371748
mc,1236,50,0.2,32,5.300788954635109,uniform,1600,10.928061504667763,12.839737582005629,5.000000000000004,6.597549481621112,80.13,75.3432,71.4152,87.0,80.3016,0.010720858273415871,0.7969999999999957,0.06695486054725837,1795.6140934505556,0.7837372887563673
mc,1234,100,0.2,1,8.444280078895464,uniform,100,15.925315760571113,16.11996251171509,6.699999999999995,11.49858623939679,81.07,71.4443,66.7291,81.89999999999999,80.96140000000001,0.061299768723073085,0.4101999999999989,0.22680729974212385,6619.547125419242,0.5234837075265507
mc,1235,100,0.2,1,7.569033530571992,uniform,100,16.968698517298186,18.181818181818176,5.600000000000005,8.859566446748346,81.87,72.5975,67.0103,82.1,80.4901,0.0624927849463666,0.4125999999999983,0.22560682024323997,6613.287189115186,0.5273485008756205
mc,1236,100,0.2,1,7.667652859960553,uniform,100,17.133443163097194,19.306466729147143,6.2999999999999945,8.953817153628652,81.55,72.8171,66.82289999999999,79.0,80.0189,0.060742593187263105,0.4267999999999987,0.2204434475750544,6548.146743375566,0.5350456087390675
mc,1234,100,0.2,2,7.630670611439842,uniform,200,14.991762767710048,17.43205248359887,5.400000000000005,10.933081998114991,83.5,73.20150000000001,68.8847,80.69999999999999,80.1131,0.05041580875799253,0.4817999999999998,0.19996158280370652,4181.723689983448,0.5663246359529626
mc,1235,100,0.2,2,7.149901380670612,uniform,200,16.91378363536519,17.338331771321457,5.400000000000005,8.294062205466545,81.67999999999999,73.6958,66.7291,80.80000000000001,81.0556,0.051288977104109304,0.48079999999999956,0.2000669387592305,4170.3545873009425,0.567898993402853
mc,1236,100,0.2,2,7.199211045364892,uniform,200,14.88193300384404,17.338331771321457,5.900000000000006,9.519321394910463,82.80999999999999,75.508,68.3224,79.2,80.20739999999999,0.050567984336493746,0.48779999999999973,0.1958378771175336,4148.358307146819,0.5735454883272104
mc,1234,100,0.2,4,5.362426035502959,uniform,400,11.696869851729819,12.558575445173382,4.200000000000004,7.3515551366635234,83.43,75.5629,71.60260000000001,80.60000000000001,81.71539999999999,0.017762400707413743,0.7124000000000004,0.10569686696914678,2238.1719686469305,0.7263953425542325
mc,1235,100,0.2,4,5.7445759368836296,uniform,400,10.488742449203736,14.151827553889406,4.5000000000000036,6.597549481621112,83.45,76.2768,69.35329999999999,81.2,81.9981,0.01823842879751345,0.7127999999999987,0.10659646134682739,2248.8346458885258,0.7249868165995488
mc,1236,100,0.2,4,5.202169625246548,uniform,400,10.653487095002745,15.463917525773196,4.600000000000004,5.749293119698395,83.6,76.8808,73.9456,78.9,81.1499,0.017586521173207144,0.7199999999999992,0.103389454288544,2227.228707187218,0.7302434252011875
mc,1234,100,0.2,8,4.684418145956608,uniform,800,10.763316858868755,13.495782567947511,2.9000000000000026,6.032045240339301,84.6,75.7825,74.1331,78.9,81.9981,0.0088332393345614,0.8387999999999948,0.07015087247635204,1742.7814072382723,0.7803330488066128
mc,1235,100,0.2,8,4.955621301775148,uniform,800,10.214168039538718,12.371134020618557,3.400000000000003,5.843543826578701,83.56,76.1669,70.478,80.69999999999999,82.56360000000001,0.00906070921260711,0.8479999999999949,0.07022788635655418,1747.5348574494262,0.7802079373659159
mc,1236,100,0.2,8,5.115877712031558,uniform,800,7.962657880285562,12.652296157450794,4.700000000000005,5.372290292177196,83.28,76.2768,73.19590000000001,78.60000000000001,81.3384,0.008635648718075796,0.8479999999999949,0.06779181997704589,1731.7763823951464,0.7850082637934612
mc,1234,100,0.2,16,4.807692307692308,uniform,1600,11.147721032399783,12.746016869728205,2.9000000000000026,6.032045240339301,84.31,75.8924,74.508,78.9,81.80959999999999,0.00874670998685353,0.839799999999995,0.06975805838375924,1738.5572140719105,0.7808171976368949
mc,1235,100,0.2,16,4.795364891518738,uniform,1600,9.82976386600769,12.08997188378632,3.500000000000003,5.843543826578701,84.28999999999999,76.2219,70.3843,80.5,82.56360000000001,0.008952440014726884,0.8463999999999949,0.06984814664733524,1744.4389444049682,0.7805896367752331
mc,1236,100,0.2,16,4.7214003944773175,uniform,1600,7.468423942888524,12.746016869728205,4.600000000000004,4.429783223374173,83.28999999999999,76.2768,72.5398,78.4,81.2441,0.008556810046519127,0.8501999999999947,0.06737488349214896,1727.606522326295,0.7855470975525723
mc,1234,100,0.2,32,4.930966469428008,uniform,3200,11.147721032399783,12.746016869728205,2.9000000000000026,6.032045240339301,84.23,75.8924,74.508,78.9,81.80959999999999,0.008746727816453078,0.8399999999999949,0.0697581181880799,1738.5615415315597,0.7808169982650606
mc,1235,100,0.2,32,4.6351084812623276,uniform,3200,9.9395936298737,12.277413308341146,3.500000000000003,5.843543826578701,83.75,76.4415,70.1968,80.5,82.56360000000001,0.008952413887685255,0.8463999999999949,0.0698482656712003,1744.448480816963,0.7805891014889857
mc,1236,100,0.2,32,4.672090729783037,uniform,3200,7.413509060955514,12.746016869728205,4.600000000000004,4.429783223374173,83.31,76.3317,72.5398,78.4,81.2441,0.008556808446804735,0.8501999999999947,0.06737495584933541,1727.6089634255338,0.7855468692828157
mc,1234,200,0.2,1,7.704635108481263,uniform,200,14.442613948380012,19.21274601686973,6.399999999999995,7.3515551366635234,83.28999999999999,77.1005,71.8838,89.4,82.0924,0.059381350528176495,0.5500000000000013,0.24411867027813736,5776.354214034646,0.49768589892486664
mc,1235,200,0.2,1,6.940335305719921,uniform,200,15.376166941241076,16.307403936269914,6.2999999999999945,7.634307257304429,82.46,75.72760000000001,70.94659999999999,87.3,81.9981,0.05784738799031836,0.5408000000000015,0.24737869341339866,5775.105908699392,0.4930876917121882
mc,1236,200,0.2,1,7.371794871794872,uniform,200,13.618890719384957,17.05716963448922,6.799999999999995,7.917059377945335,82.73,77.59469999999999,71.69630000000001,86.9,82.2809,0.05806954400404873,0.5360000000000018,0.24424714665688316,5751.725595088876,0.49811508284431305
mc,1234,200,0.2,2,6.10207100591716,uniform,400,13.28940142778693,16.49484536082474,6.2999999999999945,7.445805843543829,84.69,77.59469999999999,73.7582,87.9,82.3751,0.040894199386106424,0.6354000000000017,0.20599335007587274,3886.183474978548,0.5557009442872674
mc,1235,200,0.2,2,5.374753451676528,uniform,400,11.916529379461839,13.308341143392688,7.199999999999996,6.691800188501418,84.54,76.1669,73.2896,88.1,82.7521,0.040497654791106376,0.6306000000000007,0.20892533782632292,3898.085976105571,0.5519409133797867
mc,1236,200,0.2,2,6.43491124260355,uniform,400,13.23448654585393,16.307403936269914,5.500000000000005,7.728557964184734,84.43,77.3202,73.38329999999999,85.5,82.7521,0.04110344349091822,0.6248000000000011,0.20637187385470862,3901.3468628894843,0.5553141869223668
mc,1234,200,0.2,4,4.598126232741617,uniform,800,9.610104338275672,14.058106841611995,5.500000000000005,7.068803016022618,85.41,77.81439999999999,75.0703,85.6,82.2809,0.013883119648387957,0.7969999999999972,0.110067591207964,2220.400492682818,0.7134174200840724
mc,1235,200,0.2,4,4.425542406311637,uniform,800,10.488742449203736,12.558575445173382,6.499999999999995,5.937794533458995,84.89999999999999,76.771,74.0394,88.6,82.46940000000001,0.014012100233736616,0.7965999999999965,0.11204578289513135,2235.801097879272,0.7101749556254501
mc,1236,200,0.2,4,4.511834319526628,uniform,800,11.202635914332781,12.183692596063732,5.200000000000005,5.372290292177196,85.03,78.4734,74.1331,86.9,82.3751,0.013813999148913614,0.7999999999999956,0.11007088606993361,2225.6254877551414,0.713341157610047
mc,1234,200,0.2,8,4.363905325443787,uniform,1600,10.543657331136735,11.808809746954074,5.100000000000005,4.995287464655984,84.84,77.3202,74.6017,87.3,82.9406,0.007850597489489727,0.8735999999999959,0.08019814616020021,1816.0745551728628,0.7576867451922902
mc,1235,200,0.2,8,4.561143984220907,uniform,1600,9.335529928610653,9.8406747891284,5.400000000000005,4.995287464655984,85.27,76.5513,74.41420000000001,87.5,82.56360000000001,0.007874682864820928,0.869999999999995,0.08189234345994664,1829.6811734120395,0.7544852972008773
mc,1236,200,0.2,8,4.018737672583826,uniform,1600,9.71993410214168,10.590440487347708,4.400000000000004,4.6182846371347726,84.75,78.1439,74.97659999999999,88.4,81.80959999999999,0.007829033218834125,0.8751999999999961,0.08024804090240623,1825.2446014614368,0.7576049683637623
mc,1234,200,0.2,16,4.758382642998027,uniform,3200,8.896210873146625,12.08997188378632,4.800000000000004,5.183788878416584,84.92,77.4849,74.508,87.3,82.7521,0.007793698636405479,0.8745999999999959,0.07985723059768988,1813.0216389481166,0.7580852224886746
mc,1235,200,0.2,16,4.166666666666666,uniform,3200,9.335529928610653,8.809746954076846,6.100000000000005,5.08953817153629,85.17,76.112,74.6017,87.5,82.56360000000001,0.007821861132049315,0.872599999999995,0.08155465175527069,1827.170658800936,0.7548600902568038
mc,1236,200,0.2,16,4.363905325443787,uniform,3200,9.88467874794069,10.309278350515461,4.600000000000004,4.429783223374173,85.39999999999999,78.034,74.97659999999999,88.3,82.0924,0.00776496810919742,0.8755999999999958,0.07993157889778424,1822.5988548048924,0.7579841434086704
mc,1234,200,0.2,32,4.709072978303747,uniform,6400,8.896210873146625,11.996251171508899,4.800000000000004,5.183788878416584,84.82,77.4849,74.41420000000001,87.3,82.7521,0.007793722169072257,0.8745999999999959,0.07985727212752011,1813.02217104773,0.7580851635236188
mc,1235,200,0.2,32,4.166666666666666,uniform,6400,9.335529928610653,8.809746954076846,6.100000000000005,5.08953817153629,85.17,76.112,74.6017,87.5,82.56360000000001,0.007821919115332435,0.872599999999995,0.08155472817630917,1827.1780264438562,0.7548598746623851
mc,1236,200,0.2,32,4.672090729783037,uniform,6400,9.88467874794069,10.309278350515461,4.600000000000004,4.429783223374173,85.14,78.034,74.97659999999999,88.3,82.0924,0.007764979834441,0.8755999999999958,0.0799315854469343,1822.5996036000554,0.7579841497675242
mc,1234,400,0.2,1,6.940335305719921,uniform,400,12.904997254255901,15.463917525773196,8.799999999999997,7.163053722902923,83.49,77.81439999999999,71.7901,89.0,84.4486,0.05586244879183585,0.616600000000001,0.2794110744310125,5170.27869569032,0.4529098796554722
mc,1235,400,0.2,1,6.545857988165681,uniform,400,13.454146073585937,17.619493908153704,4.600000000000004,8.671065032987746,83.65,79.18730000000001,72.4461,89.60000000000001,83.5061,0.05581526128954274,0.6224000000000023,0.27910339562585956,5161.720428482402,0.45341655550164023
mc,1236,400,0.2,1,7.359467455621302,uniform,400,12.850082372322902,15.65135895032802,6.2000000000000055,8.105560791705935,84.00999999999999,78.089,73.10220000000001,89.1,83.7889,0.05512059439220558,0.6288000000000011,0.2789988087927036,5123.7485931578785,0.4537352117787226
mc,1234,400,0.2,2,5.7815581854043385,uniform,800,11.861614497528826,12.93345829428304,4.800000000000004,6.314797360980206,85.33,78.3635,71.60260000000001,90.3,84.5429,0.03307935423386893,0.7213999999999997,0.22429492169103732,3837.1488358047095,0.5319538482064914
mc,1235,400,0.2,2,5.498027613412229,uniform,800,11.861614497528826,14.901593252108714,6.000000000000005,7.257304429783218,85.24000000000001,78.9127,74.1331,90.4,83.8831,0.03335533023203066,0.7138,0.224223541766812,3833.2043452113726,0.5320672679415565
mc,1236,400,0.2,2,5.941814595660749,uniform,800,11.257550796265791,14.058106841611995,5.500000000000005,6.503298774740807,85.33,78.4734,75.2577,89.9,84.4486,0.03281091062599834,0.7163999999999988,0.2243775099862338,3852.5506560389676,0.5318597684550729
mc,1234,400,0.2,4,4.351577909270217,uniform,1600,8.676551345414607,13.683223992502347,4.5000000000000036,6.503298774740807,85.79,79.1323,73.6645,90.3,83.9774,0.011338772253806485,0.8377999999999951,0.1274123157567367,2410.4711357447327,0.681831114064929
mc,1235,400,0.2,4,5.510355029585798,uniform,1600,9.225700164744644,11.52764761012184,7.699999999999996,5.466540999057489,85.91,78.8029,74.41420000000001,89.9,83.1291,0.011354182795542827,0.836799999999996,0.1275552085318954,2401.2855005339907,0.6817213134553409
mc,1236,400,0.2,4,4.548816568047338,uniform,1600,8.951125755079625,17.05716963448922,3.9000000000000035,5.749293119698395,85.37,78.693,73.19590000000001,90.10000000000001,83.4119,0.010934967407191914,0.8443999999999947,0.12764281364255017,2407.144332168241,0.6817763661666051
mc,1234,400,0.2,8,4.857001972386588,uniform,3200,8.511806699615597,12.93345829428304,3.200000000000003,5.08953817153629,85.78,78.1439,73.5708,90.7,83.4119,0.007476976539997052,0.8715999999999956,0.104133161066188,2112.3751339442692,0.7145157975677051
mc,1235,400,0.2,8,4.647435897435898,uniform,3200,8.841295991213617,9.559512652296153,4.700000000000005,4.806786050895385,85.59,79.18730000000001,74.6954,90.3,83.0349,0.007506151662117719,0.8713999999999948,0.10432204428611197,2102.126943836606,0.7143156482710513
mc,1236,400,0.2,8,4.326923076923077,uniform,3200,9.060955518945635,11.059044048734767,4.200000000000004,4.6182846371347726,85.39999999999999,79.18730000000001,74.2268,90.8,83.8831,0.007112122661054079,0.8773999999999943,0.10424804255716576,2105.9890928403825,0.7145114812227703
mc,1234,400,0.2,16,4.388560157790927,uniform,6400,7.907742998352552,12.558575445173382,2.300000000000002,5.08953817153629,85.7,78.4734,73.5708,90.7,83.3176,0.007436466722708801,0.8745999999999957,0.10391899305919823,2111.876934589883,0.7147827072752077
mc,1235,400,0.2,16,4.869329388560158,uniform,6400,8.841295991213617,9.746954076850988,4.800000000000004,4.6182846371347726,85.83,79.18730000000001,74.6017,90.3,83.2234,0.007462595413662659,0.873799999999995,0.10411023672410429,2101.9314810180363,0.7145867299021279
mc,1236,400,0.2,16,4.154339250493097,uniform,6400,9.225700164744644,11.340206185567014,4.200000000000004,4.6182846371347726,85.58,79.18730000000001,73.85189999999999,90.8,83.7889,0.0070733039813945875,0.8781999999999947,0.10402353704295483,2105.1184495871107,0.7147970241100039
mc,1234,400,0.2,32,4.388560157790927,uniform,12800,7.907742998352552,12.558575445173382,2.400000000000002,5.08953817153629,85.7,78.4734,73.5708,90.7,83.3176,0.007436447613717446,0.8745999999999957,0.10391906872492286,2111.8804431866083,0.7147827382974848
mc,1235,400,0.2,32,4.869329388560158,uniform,12800,8.841295991213617,9.746954076850988,3.600000000000003,4.6182846371347726,85.83,79.18730000000001,74.6017,90.3,83.2234,0.007462592238057486,0.873599999999995,0.10411023837144384,2101.9334982292044,0.7145868149334516
mc,1236,400,0.2,32,4.326923076923077,uniform,12800,9.225700164744644,11.340206185567014,4.200000000000004,4.6182846371347726,85.44,79.18730000000001,73.85189999999999,90.8,83.7889,0.007073311725857,0.8781999999999947,0.10402365377705669,2105.121328727784,0.7147967258383239
mc,1234,800,0.2,1,6.928007889546352,uniform,800,11.916529379461839,21.087160262417992,7.399999999999995,5.937794533458995,84.11,79.1323,72.5398,89.9,84.8256,0.05458860470622855,0.6672000000000001,0.3239640627069952,4571.9149015881085,0.4092202471130921
mc,1235,800,0.2,1,6.644477317554241,uniform,800,11.971444261394836,22.586691658856605,5.800000000000005,6.126295947219607,84.45,79.0774,72.4461,90.7,84.4486,0.054841764134826124,0.6630000000000004,0.3243079524700663,4706.029927165987,0.40876733711155216
mc,1236,800,0.2,1,6.7554240631163704,uniform,800,13.28940142778693,18.181818181818176,7.799999999999995,6.597549481621112,84.17,79.2971,75.164,90.60000000000001,84.6371,0.05317472371811007,0.6707999999999996,0.3236893918144848,4733.2431014051,0.40946832505593533
mc,1234,800,0.2,2,5.7569033530572,uniform,1600,10.378912685337728,17.994376757263353,6.000000000000005,6.314797360980206,85.82,79.6266,74.0394,91.2,83.6004,0.026631536393939073,0.7781999999999979,0.2466702955962553,3917.4934726077336,0.5118442586847476
mc,1235,800,0.2,2,5.818540433925049,uniform,1600,10.873146622734764,17.994376757263353,4.300000000000004,6.314797360980206,85.74000000000001,78.58319999999999,74.8828,91.2,84.8256,0.026826463363794326,0.7747999999999976,0.2471652446103133,3928.155606177641,0.5112059300697449
mc,1236,800,0.2,2,5.707593688362919,uniform,1600,10.818231740801753,15.276476101218373,5.900000000000006,6.032045240339301,85.44,79.0774,74.3205,90.7,84.2601,0.02627401031378437,0.774799999999997,0.24656331895040076,3919.729775075328,0.5122035506880045
mc,1234,800,0.2,4,4.955621301775148,uniform,3200,9.060955518945635,13.214620431115275,5.100000000000005,5.27803958529689,85.87,79.6815,73.6645,90.4,83.2234,0.009541295409511838,0.8519999999999959,0.15964680990801247,2874.343106386552,0.6368595841520415
mc,1235,800,0.2,4,4.265285996055227,uniform,3200,8.786381109280617,15.65135895032802,5.100000000000005,4.901036757775678,86.1,80.0659,75.4452,90.9,83.0349,0.009545567450832102,0.859799999999996,0.159783430399773,2875.894127688957,0.6366160980803596
mc,1236,800,0.2,4,4.388560157790927,uniform,3200,8.676551345414607,16.96344892221181,4.800000000000004,5.655042412818101,86.52,80.5052,75.4452,90.2,84.5429,0.009473621510075962,0.8537999999999965,0.15956385902409426,2872.4750009235668,0.6372292535437444
mc,1234,800,0.2,8,5.3870808678500985,uniform,6400,8.23723228995058,12.464854732895969,4.700000000000005,5.27803958529689,85.9,79.7364,74.1331,90.5,82.8464,0.0071248482929266235,0.8699999999999953,0.14321668879712543,2679.2613138909282,0.6582901330183152
mc,1235,800,0.2,8,4.363905325443787,uniform,6400,9.280615046677653,15.182755388940961,4.200000000000004,5.27803958529689,86.35000000000001,80.5052,74.78909999999999,90.9,83.5061,0.007085513456305895,0.872399999999996,0.14346783308826616,2682.878028103598,0.6578512150443981
mc,1236,800,0.2,8,3.821499013806706,uniform,6400,7.742998352553543,17.43205248359887,5.100000000000005,4.995287464655984,86.1,79.79129999999999,74.97659999999999,90.2,84.5429,0.007170989729618396,0.8713999999999962,0.1432973617876873,2680.1668881174737,0.6584595620887223
mc,1234,800,0.2,16,5.510355029585798,uniform,12800,8.12740252608457,12.464854732895969,4.5000000000000036,5.183788878416584,85.95,79.5717,74.0394,90.4,82.56360000000001,0.007096369146014655,0.8703999999999954,0.1430843030717172,2680.3378506232793,0.65848705525228
